z,gamma
-25.66087235738517,0.95588472322396
-25.65087235738517,0.9558861937780644
-25.640872357385167,0.9558876677751026
-25.630872357385165,0.955889145222066
-25.620872357385164,0.9558906261259568
-25.610872357385162,0.955892110493788
-25.60087235738516,0.9558935983325841
-25.59087235738516,0.9558950896493803
-25.580872357385157,0.9558965844512233
-25.570872357385156,0.9558980827451705
-25.560872357385154,0.9558995845382905
-25.550872357385153,0.9559010898376632
-25.54087235738515,0.9559025986503794
-25.53087235738515,0.955904110983541
-25.520872357385148,0.9559056268442613
-25.510872357385146,0.9559071462396644
-25.500872357385145,0.9559086691768858
-25.490872357385143,0.9559101956630719
-25.48087235738514,0.9559117257053804
-25.47087235738514,0.9559132593109804
-25.46087235738514,0.9559147964870516
-25.450872357385137,0.9559163372407854
-25.440872357385135,0.9559178815793842
-25.430872357385134,0.9559194295100615
-25.420872357385132,0.9559209810400421
-25.41087235738513,0.9559225361765621
-25.40087235738513,0.9559240949268686
-25.390872357385128,0.9559256572982199
-25.380872357385126,0.9559272232978858
-25.370872357385124,0.9559287929331474
-25.360872357385123,0.9559303662112963
-25.35087235738512,0.9559319431396364
-25.34087235738512,0.955933523725482
-25.330872357385118,0.9559351079761591
-25.320872357385117,0.9559366958990048
-25.310872357385115,0.9559382875013676
-25.300872357385114,0.9559398827906072
-25.290872357385112,0.9559414817740944
-25.28087235738511,0.9559430844592118
-25.27087235738511,0.9559446908533528
-25.260872357385107,0.9559463009639224
-25.250872357385106,0.9559479147983366
-25.240872357385104,0.9559495323640232
-25.230872357385103,0.955951153668421
-25.2208723573851,0.95595277871898
-25.2108723573851,0.9559544075231617
-25.200872357385098,0.9559560400884393
-25.190872357385096,0.9559576764222968
-25.180872357385095,0.9559593165322298
-25.170872357385093,0.9559609604257452
-25.16087235738509,0.9559626081103614
-25.15087235738509,0.955964259593608
-25.14087235738509,0.9559659148830261
-25.130872357385087,0.9559675739861683
-25.120872357385085,0.955969236910598
-25.110872357385084,0.9559709036638909
-25.100872357385082,0.9559725742536336
-25.09087235738508,0.9559742486874239
-25.08087235738508,0.9559759269728714
-25.070872357385078,0.9559776091175971
-25.060872357385076,0.9559792951292332
-25.050872357385074,0.9559809850154234
-25.040872357385073,0.955982678783823
-25.03087235738507,0.9559843764420988
-25.02087235738507,0.9559860779979286
-25.010872357385068,0.955987783459002
-25.000872357385067,0.95598949283302
-24.990872357385065,0.9559912061276953
-24.980872357385064,0.9559929233507516
-24.970872357385062,0.9559946445099242
-24.96087235738506,0.9559963696129604
-24.95087235738506,0.9559980986676183
-24.940872357385057,0.9559998316816678
-24.930872357385056,0.9560015686628902
-24.920872357385054,0.9560033096190786
-24.910872357385053,0.9560050545580372
-24.90087235738505,0.956006803487582
-24.89087235738505,0.9560085564155403
-24.880872357385048,0.9560103133497511
-24.870872357385046,0.9560120742980648
-24.860872357385045,0.9560138392683434
-24.850872357385043,0.9560156082684605
-24.84087235738504,0.9560173813063012
-24.83087235738504,0.956019158389762
-24.82087235738504,0.956020939526751
-24.810872357385037,0.956022724725188
-24.800872357385035,0.9560245139930044
-24.790872357385034,0.9560263073381429
-24.780872357385032,0.9560281047685577
-24.77087235738503,0.9560299062922152
-24.76087235738503,0.9560317119170927
-24.750872357385028,0.9560335216511793
-24.740872357385026,0.9560353355024758
-24.730872357385024,0.9560371534789945
-24.720872357385023,0.9560389755887594
-24.71087235738502,0.9560408018398058
-24.70087235738502,0.9560426322401808
-24.690872357385018,0.9560444667979434
-24.680872357385017,0.9560463055211635
-24.670872357385015,0.9560481484179233
-24.660872357385013,0.9560499954963163
-24.650872357385012,0.9560518467644475
-24.64087235738501,0.956053702230434
-24.63087235738501,0.9560555619024039
-24.620872357385007,0.9560574257884973
-24.610872357385006,0.9560592938968661
-24.600872357385004,0.9560611662356734
-24.590872357385003,0.9560630428130942
-24.580872357385,0.9560649236373151
-24.570872357385,0.9560668087165344
-24.560872357384998,0.956068698058962
-24.550872357384996,0.9560705916728194
-24.540872357384995,0.9560724895663398
-24.530872357384993,0.9560743917477683
-24.52087235738499,0.9560762982253612
-24.51087235738499,0.9560782090073868
-24.50087235738499,0.956080124102125
-24.490872357384987,0.9560820435178673
-24.480872357384985,0.9560839672629169
-24.470872357384984,0.956085895345589
-24.460872357384982,0.9560878277742098
-24.45087235738498,0.9560897645571177
-24.44087235738498,0.9560917057026627
-24.430872357384978,0.9560936512192066
-24.420872357384976,0.9560956011151226
-24.410872357384974,0.9560975553987957
-24.400872357384973,0.9560995140786227
-24.39087235738497,0.9561014771630121
-24.38087235738497,0.9561034446603839
-24.370872357384968,0.95610541657917
-24.360872357384967,0.956107392927814
-24.350872357384965,0.9561093737147712
