Sample X	Sample Y	Sample Z	Sample Theta	CCD Theta	Beamline Energy	
27.59	29.82	1.5939999999999999	23.2	46.4	289.10000000000207	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	289.2000000000021	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	289.3000000000021	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	289.40000000000214	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	289.50000000000216	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	289.6000000000022	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	289.7000000000022	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	289.8000000000022	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	289.90000000000225	2.0
27.59	29.82	1.5939999999999999	23.2	46.4	290.0000000000023	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	280.0	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	280.1	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	280.20000000000005	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	280.30000000000007	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	280.4000000000001	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	280.5000000000001	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	280.60000000000014	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	280.70000000000016	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	280.8000000000002	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	280.9000000000002	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	281.0000000000002	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	281.10000000000025	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	281.2000000000003	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	281.3000000000003	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	281.4000000000003	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	281.50000000000034	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	281.60000000000036	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	281.7000000000004	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	281.8000000000004	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	281.90000000000043	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	282.00000000000045	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	282.1000000000005	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	282.2000000000005	2.0
